categoria,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto,modello,sport,colori
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da corsa su strada - white/electric blue/anthracite,"129,99","129,99",https://www.zalando.it/under-armour-infinite-pro-2-scarpe-running-neutre-whiteelectric-blueanthracite-un242a0nd-a11.html,INFINITE PRO 2,Scarpe da corsa su strada,white/electric blue/anthracite
Scarpini Sportivi Under Armour,UNDER ARMOUR,DYNAMIC 2 - Scarpe da allenamento - silica green,"99,99","99,99",https://www.zalando.it/under-armour-dynamic-2-scarpe-da-allenamento-silica-green-un242a0np-m11.html,DYNAMIC 2,Scarpe da allenamento,silica green
Scarpini Sportivi Under Armour,UNDER ARMOUR,SPEEDFORM GEMINI - Scarpe da corsa su strada - black,"130,00","130,00",https://www.zalando.it/under-armour-sneakers-basse-black-un244a03b-q11.html,SPEEDFORM GEMINI,Scarpe da corsa su strada,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,SONIC 7 - Scarpe da camminata - white,"120,00","120,00",https://www.zalando.it/under-armour-scarpe-da-camminata-white-un242a0oq-a11.html,SONIC 7,Scarpe da camminata,white
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE ELITE 2 - Scarpe da corsa su strada - halo gray,"160,00","160,00",https://www.zalando.it/under-armour-infinite-elite-2-scarpe-da-corsa-su-strada-halo-gray-un242a0n9-c11.html,INFINITE ELITE 2,Scarpe da corsa su strada,halo gray
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED PURSUIT 4 - Scarpe da corsa su strada - black,"69,99","69,99",https://www.zalando.it/under-armour-charged-pursuit-4-scarpe-da-corsa-su-strada-black-un242a0nb-q12.html,CHARGED PURSUIT 4,Scarpe da corsa su strada,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE ELITE 2 - Scarpe da corsa su strada - black,"160,00","160,00",https://www.zalando.it/under-armour-infinite-elite-scarpe-da-corsa-su-strada-black-un242a0n9-q11.html,INFINITE ELITE 2,Scarpe da corsa su strada,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da trail running - white,"250,00","250,00",https://www.zalando.it/under-armour-scarpe-da-trail-running-white-un242a0pm-a11.html,Scarpe da trail running,white,
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED ROGUE 5 - Scarpe da corsa su strada - black/white,"84,99","84,99",https://www.zalando.it/under-armour-charged-rogue-5-scarpe-da-corsa-su-strada-blackwhite-un242a0ne-q11.html,CHARGED ROGUE 5,Scarpe da corsa su strada,black/white
Scarpini Sportivi Under Armour,UNDER ARMOUR,FLOW FUTR X - Scarpe da basket - white,"96,00","120,00",https://www.zalando.it/under-armour-sneakers-basse-white-un215o004-a11.html,FLOW FUTR X,Scarpe da basket,white
Scarpini Sportivi Under Armour,UNDER ARMOUR,VALSETZ - Scarpa da hiking - black,"145,00","145,00",https://www.zalando.it/under-armour-scarpa-da-hiking-black-un242a0mz-q11.html,VALSETZ,Scarpa da hiking,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BREEZE 2 - Scarpe da corsa su strada - black jet gray white,"80,06","89,95",https://www.zalando.it/under-armour-scarpe-running-neutre-black-jet-gray-white-un242a0l8-q11.html,CHARGED BREEZE 2,Scarpe da corsa su strada,black jet gray white
Scarpini Sportivi Under Armour,UNDER ARMOUR,SHADOW ELITE - Scarpe da calcetto con tacchetti - black/ares red/metallic gun metal,"229,95","229,95",https://www.zalando.it/under-armour-shadow-elite-3-fg-scarpe-da-calcetto-con-tacchetti-blackares-redmetallic-gun-metal-un242a0na-q11.html,SHADOW ELITE,Scarpe da calcetto con tacchetti,black/ares red/metallic gun metal
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da camminata - white,"130,00","130,00",https://www.zalando.it/under-armour-scarpe-da-camminata-white-un242a0ou-a11.html,INFINITE PRO 2,Scarpe da camminata,white
Scarpini Sportivi Under Armour,UNDER ARMOUR,CLONE MAGNETICO PRO3.0 FG - Scarpe da calcetto con tacchetti - black,"109,17","129,95",https://www.zalando.it/under-armour-clone-magnetico-pro30-fg-scarpe-da-calcetto-con-tacchetti-black-un242a0ls-q11.html,CLONE MAGNETICO PRO3.0 FG,Scarpe da calcetto con tacchetti,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE ELITE 2 - Scarpe da corsa su strada - ares red/castlerock/black,"159,99","159,99",https://www.zalando.it/under-armour-infinite-elite-2-scarpe-da-corsa-su-strada-ares-redcastlerockblack-un242a0n9-g11.html,INFINITE ELITE 2,Scarpe da corsa su strada,ares red/castlerock/black
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO ELITE 4 - Scarpe da calcetto con tacchetti - ares red/stream,"249,99","249,99",https://www.zalando.it/under-armour-magnetico-elite-4-fg-scarpe-da-calcetto-con-tacchetti-ares-redstream-un242a0nc-g11.html,MAGNETICO ELITE 4,Scarpe da calcetto con tacchetti,ares red/stream
Scarpini Sportivi Under Armour,UNDER ARMOUR,SONIC 7 - Scarpe da camminata - halo gray,"120,00","120,00",https://www.zalando.it/under-armour-scarpe-da-camminata-halo-gray-un242a0oq-c11.html,SONIC 7,Scarpe da camminata,halo gray
Scarpini Sportivi Under Armour,UNDER ARMOUR,COURT 96 - Scarpe da allenamento - white,"100,00","100,00",https://www.zalando.it/under-armour-court-scarpe-da-allenamento-white-un242a0mk-a12.html,COURT 96,Scarpe da allenamento,white
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO ELITE 4 FG - Scarpe da calcetto con tacchetti - black,"209,96","249,95",https://www.zalando.it/under-armour-stivaletti-con-la-zeppa-black-un242a0nq-q11.html,MAGNETICO ELITE 4 FG,Scarpe da calcetto con tacchetti,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO PRO 4 - Scarpe da calcetto con tacchetti - silica green/high vis yellow,"139,99","139,99",https://www.zalando.it/under-armour-magnetico-pro-4-scarpe-da-calcetto-con-tacchetti-silica-greenhigh-vis-yellow-un242a0ml-m11.html,MAGNETICO PRO 4,Scarpe da calcetto con tacchetti,silica green/high vis yellow
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - black,"71,91","79,90",https://www.zalando.it/under-armour-performance-lockdown-scarpe-da-basket-black-un244a02y-q13.html,LOCKDOWN 7,Scarpe da basket,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,COURT 96 - Scarpe da allenamento - white,"69,99","99,99",https://www.zalando.it/under-armour-sport-court-96-scarpe-da-allenamento-white-un242a0mk-a11.html,COURT 96,Scarpe da allenamento,white
Scarpini Sportivi Under Armour,UNDER ARMOUR,SPEEDFORM GEMINI - Scarpe da corsa su strada - white,"130,00","130,00",https://www.zalando.it/under-armour-scarpe-da-allenamento-white-un244a03b-a11.html,SPEEDFORM GEMINI,Scarpe da corsa su strada,white
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - black,"90,90","90,90",https://www.zalando.it/under-armour-performance-lockdown-scarpe-da-basket-black-un244a02y-q14.html,LOCKDOWN 7,Scarpe da basket,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,695 - Scarponi da montagna - black,"130,00","130,00",https://www.zalando.it/under-armour-scarponi-da-montagna-black-un244a031-q11.html,695,Scarponi da montagna,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO ELITE 3 FG - Scarpe da calcio con tacchetti - purple,"209,97","249,95",https://www.zalando.it/under-armour-magnetico-elite-3-fg-scarpe-da-calcio-con-tacchetti-purple-un244a02u-i11.html,MAGNETICO ELITE 3 FG,Scarpe da calcio con tacchetti,purple
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE - Scarpe da corsa su strada - white/midnight navy,"79,97","100,00",https://www.zalando.it/under-armour-infinite-scarpe-running-neutre-whitemidnight-navy-un242a0mg-a11.html,INFINITE,Scarpe da corsa su strada,white/midnight navy
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da trail running - castlerock/anthracite/horizon blue,"79,97","100,00",https://www.zalando.it/under-armour-charged-bandit-tr-3-scarpe-da-trail-running-castlerockanthracitehorizon-blue-un242a0mi-c11.html,CHARGED BANDIT TR 3,Scarpe da trail running,castlerock/anthracite/horizon blue
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da trail running - black/anthracite/morph green,"59,99","99,99",https://www.zalando.it/under-armour-scarpe-da-trail-running-blackanthracitemorph-green-un242a0mi-q13.html,CHARGED BANDIT TR 3,Scarpe da trail running,black/anthracite/morph green
Scarpini Sportivi Under Armour,UNDER ARMOUR,FAT TIRE VENTURE PRO UNISEX - Scarpe da allenamento - black/white,"69,99","139,99",https://www.zalando.it/under-armour-fat-tire-venture-pro-scarpe-da-allenamento-blackwhite-un242a0m7-q11.html,FAT TIRE VENTURE PRO UNISEX,Scarpe da allenamento,black/white
Scarpini Sportivi Under Armour,UNDER ARMOUR,VELOCITI 4 - Scarpe da corsa su strada - halo gray,"77,97","130,00",https://www.zalando.it/under-armour-scarpe-running-neutre-halo-gray-un242a0o5-c11.html,VELOCITI 4,Scarpe da corsa su strada,halo gray
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - white,"75,00","75,00",https://www.zalando.it/under-armour-performance-lockdown-scarpe-da-basket-white-un244a02y-a11.html,LOCKDOWN 7,Scarpe da basket,white
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO - Scarpe da corsa su strada - cardinal,"77,97","130,00",https://www.zalando.it/under-armour-infinite-pro-scarpe-running-neutre-cardinal-un242a0ld-g11.html,INFINITE PRO,Scarpe da corsa su strada,cardinal
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da corsa su strada - morph green,"95,97","160,00",https://www.zalando.it/under-armour-scarpe-running-neutre-morph-green-un242a0n1-m11.html,Scarpe da corsa su strada,morph green,
Scarpini Sportivi Under Armour,UNDER ARMOUR,FLOW FUTR X 4 - Scarpe da basket - black/white,"101,99","119,99",https://www.zalando.it/under-armour-scarpe-da-basket-blackwhite-un242a0mp-q11.html,FLOW FUTR X 4,Scarpe da basket,black/white
Scarpini Sportivi Under Armour,UNDER ARMOUR,CURRY 11 MOUTHGUARD - Scarpe da basket - sky blue,"170,00","170,00",https://www.zalando.it/under-armour-scarpe-da-basket-sky-blue-un244a02w-k11.html,CURRY 11 MOUTHGUARD,Scarpe da basket,sky blue
Scarpini Sportivi Under Armour,UNDER ARMOUR,JET '23 - Scarpe da basket - black,"52,00","65,00",https://www.zalando.it/under-armour-performance-gs-jet-23-scarpe-da-basket-black-un243a04a-q13.html,JET '23,Scarpe da basket,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da corsa su strada - white distant gray halo gray,"95,97","160,00",https://www.zalando.it/under-armour-scarpe-running-neutre-white-distant-gray-halo-gray-un242a0n1-a11.html,Scarpe da corsa su strada,white distant gray halo gray,
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO - Scarpe da corsa su strada - summit white,"77,97","130,00",https://www.zalando.it/under-armour-infinite-pro-scarpe-running-neutre-summit-white-un242a0ld-a13.html,INFINITE PRO,Scarpe da corsa su strada,summit white
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da corsa su strada - white,"95,97","160,00",https://www.zalando.it/under-armour-scarpe-running-neutre-white-un242a0n1-a12.html,Scarpe da corsa su strada,white,
Scarpini Sportivi Under Armour,UNDER ARMOUR,APPARITION - Scarpe da allenamento - coyote/coyote brown/black,"64,99","129,99",https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-coyotecoyote-brownblack-un244a02e-o11.html,APPARITION,Scarpe da allenamento,coyote/coyote brown/black
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO - Scarpe da corsa su strada - cardinal,"77,97","130,00",https://www.zalando.it/under-armour-infinite-pro-scarpe-running-neutre-cardinal-un242a0ld-g11.html,INFINITE PRO,Scarpe da corsa su strada,cardinal
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da trail running - castlerock/anthracite/horizon blue,"79,97","100,00",https://www.zalando.it/under-armour-charged-bandit-tr-3-scarpe-da-trail-running-castlerockanthracitehorizon-blue-un242a0mi-c11.html,CHARGED BANDIT TR 3,Scarpe da trail running,castlerock/anthracite/horizon blue
Scarpini Sportivi Under Armour,UNDER ARMOUR,CURRY - Scarpe da basket - white l,"150,00","150,00",https://www.zalando.it/under-armour-sneakers-basse-white-l-un215o006-a11.html,CURRY,Scarpe da basket,white l
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da allenamento - grn vert,"48,75","48,75",https://www.zalando.it/under-armour-sneakers-basse-grn-vert-un211a00m-m11.html,Scarpe da allenamento,grn vert,
Scarpini Sportivi Under Armour,UNDER ARMOUR,APPARITION - Scarpe da allenamento - coyote/coyote brown/black,"64,99","129,99",https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-coyotecoyote-brownblack-un244a02e-o11.html,APPARITION,Scarpe da allenamento,coyote/coyote brown/black
Scarpini Sportivi Under Armour,UNDER ARMOUR,JET '23 - Scarpe da basket - black,"52,00","65,00",https://www.zalando.it/under-armour-performance-gs-jet-23-scarpe-da-basket-black-un243a04a-q13.html,JET '23,Scarpe da basket,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - white,"75,00","75,00",https://www.zalando.it/under-armour-performance-lockdown-scarpe-da-basket-white-un244a02y-a11.html,LOCKDOWN 7,Scarpe da basket,white
Scarpini Sportivi Under Armour,UNDER ARMOUR,PERFORMANCE SPAWN 6 CAMO - Scarpe da basket - silt,"69,97","100,00",https://www.zalando.it/under-armour-performance-spawn-scarpe-da-basket-silt-un241a0e5-b11.html,PERFORMANCE SPAWN 6 CAMO,Scarpe da basket,silt
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED PURSUIT 3 - Scarpe da corsa su strada - white,"65,00","65,00",https://www.zalando.it/under-armour-charged-pursuit-3-scarpe-running-neutre-white-un242a0i3-a12.html,CHARGED PURSUIT 3,Scarpe da corsa su strada,white
Scarpini Sportivi Under Armour,UNDER ARMOUR,UNISEX  - Scarpe da allenamento - black,"89,97","150,00",https://www.zalando.it/under-armour-sneakers-basse-black-un244a02j-q11.html,UNISEX,Scarpe da allenamento,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da camminata - black,"100,00","100,00",https://www.zalando.it/under-armour-scarpe-running-neutre-black-un242a0n0-q11.html,Scarpe da camminata,black,
Scarpini Sportivi Under Armour,UNDER ARMOUR,SHADOW ELITE 2.0 FG - Scarpe da calcetto con tacchetti - black/castlerock/halo gray,"193,17","229,95",https://www.zalando.it/under-armour-shadow-elite-20-fg-scarpe-da-calcetto-con-tacchetti-blackcastlerockhalo-gray-un242a0lp-q11.html,SHADOW ELITE 2.0 FG,Scarpe da calcetto con tacchetti,black/castlerock/halo gray
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da corsa su strada - white distant gray halo gray,"95,97","160,00",https://www.zalando.it/under-armour-scarpe-running-neutre-white-distant-gray-halo-gray-un242a0n1-a11.html,Scarpe da corsa su strada,white distant gray halo gray,
Scarpini Sportivi Under Armour,UNDER ARMOUR,PHANTOM 4 STORM - Scarpe da allenamento - distant gray/white/black,"126,99","149,99",https://www.zalando.it/under-armour-phantom-4-storm-scarpe-da-allenamento-distant-graywhiteblack-un244a02h-c11.html,PHANTOM 4 STORM,Scarpe da allenamento,distant gray/white/black
Scarpini Sportivi Under Armour,UNDER ARMOUR,CLONE MAGNETICO PRO3.0 FG - Scarpe da calcetto con tacchetti - celeste,"109,16","129,95",https://www.zalando.it/under-armour-clone-magnetico-pro-scarpe-da-calcetto-con-tacchetti-celeste-un242a0ls-k11.html,CLONE MAGNETICO PRO3.0 FG,Scarpe da calcetto con tacchetti,celeste
Scarpini Sportivi Under Armour,UNDER ARMOUR,COURT PERFORMANCE FLOW FUTR X ELITE LUX - Scarpe da basket - black (001),"89,97","150,00",https://www.zalando.it/under-armour-court-performance-scarpe-da-basket-black-001-un242a0nr-q11.html,COURT PERFORMANCE FLOW FUTR X ELITE LUX,Scarpe da basket,black (001)
Scarpini Sportivi Under Armour,UNDER ARMOUR,CURRY 4 FLOTRO - Scarpe da basket - black,"140,00","140,00",https://www.zalando.it/under-armour-curry-flotro-scarpe-da-basket-black-un244a02q-q11.html,CURRY 4 FLOTRO,Scarpe da basket,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,SHADOW TURF 2.0 - Scarpe da calcetto con tacchetti - hornet/golden yellow/clay green,"43,99","79,99",https://www.zalando.it/under-armour-shadow-turf-20-scarpe-da-calcetto-con-tacchetti-hornetgolden-yellowclay-green-un242a0lq-e11.html,SHADOW TURF 2.0,Scarpe da calcetto con tacchetti,hornet/golden yellow/clay green
Scarpini Sportivi Under Armour,UNDER ARMOUR,CURRY 11 MOUTHGUARD - Scarpe da basket - sky blue,"170,00","170,00",https://www.zalando.it/under-armour-scarpe-da-basket-sky-blue-un244a02w-k11.html,CURRY 11 MOUTHGUARD,Scarpe da basket,sky blue
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO SELECT 4 FG - Scarpe da calcetto con tacchetti - taxi/black,"43,99","79,99",https://www.zalando.it/under-armour-magnetico-select-4-fg-scarpe-da-calcetto-con-tacchetti-taxiblack-un242a0mr-e11.html,MAGNETICO SELECT 4 FG,Scarpe da calcetto con tacchetti,taxi/black
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - red,"75,00","75,00",https://www.zalando.it/under-armour-performance-lockdown-scarpe-da-basket-red-un244a02y-g12.html,LOCKDOWN 7,Scarpe da basket,red
Scarpini Sportivi Under Armour,UNDER ARMOUR,JET '23 - Scarpe da basket - gray,"56,00","80,00",https://www.zalando.it/under-armour-jet-23-scarpe-da-basket-gray-un242a0lg-c11.html,JET '23,Scarpe da basket,gray
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED DRAW 2 - Scarpe da golf - halo gray,"107,97","120,00",https://www.zalando.it/under-armour-under-armour-sneaker-scarpe-da-golf-halo-gray-un212o00c-c11.html,CHARGED DRAW 2,Scarpe da golf,halo gray
Scarpini Sportivi Under Armour,UNDER ARMOUR,CURRY CHAMPION MINDSET - Scarpe da basket - lemon ice,"149,00","170,00",https://www.zalando.it/under-armour-scarpe-da-basket-lemon-ice-un244a02g-m11.html,CURRY CHAMPION MINDSET,Scarpe da basket,lemon ice
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - black,"90,90","90,90",https://www.zalando.it/under-armour-court-performance-lockdown-scarpe-da-basket-black-un244a02y-q11.html,LOCKDOWN 7,Scarpe da basket,black
Scarpini Sportivi Under Armour,UNDER ARMOUR,FLOW FUTR X 4 - Scarpe da basket - black/white,"101,99","119,99",https://www.zalando.it/under-armour-scarpe-da-basket-blackwhite-un242a0mp-q11.html,FLOW FUTR X 4,Scarpe da basket,black/white
